,CallDate,CallClientID
93,2020-03-03,429
94,2020-03-03,584
95,2020-03-03,2195
96,2020-03-03,927
97,2020-03-03,1494
98,2020-03-03,489
99,2020-03-03,1159
100,2020-03-04,900
101,2020-03-04,3346
102,2020-03-04,830
103,2020-03-04,386
104,2020-03-04,277
105,2020-03-04,4310
106,2020-03-04,2445
107,2020-03-04,1416
108,2020-03-04,733
109,2020-03-04,4355
110,2020-03-04,1019
111,2020-03-04,1104
112,2020-03-04,2919
113,2020-03-04,1230
114,2020-03-04,3745
115,2020-03-04,2439
116,2020-03-04,2800
117,2020-03-04,478
118,2020-03-04,408
119,2020-03-04,1380
120,2020-03-04,2164
121,2020-03-04,2631
122,2020-03-04,841
123,2020-03-04,2907
124,2020-03-04,2095
125,2020-03-04,3586
126,2020-03-04,4024
127,2020-03-04,4969
128,2020-03-04,1154
129,2020-03-04,1172
130,2020-03-04,1827
131,2020-03-04,1255
132,2020-03-04,455
133,2020-03-04,722
134,2020-03-04,805
135,2020-03-04,2529
136,2020-03-04,3312
137,2020-03-04,947
138,2020-03-04,2277
139,2020-03-04,2826
140,2020-03-04,1457
141,2020-03-05,4401
142,2020-03-05,750
143,2020-03-05,3825
144,2020-03-05,2348
145,2020-03-05,3765
146,2020-03-05,4922
147,2020-03-05,1680
148,2020-03-05,2722
149,2020-03-05,1558
150,2020-03-05,3314
151,2020-03-05,2856
152,2020-03-05,2342
153,2020-03-05,4709
154,2020-03-05,2195
155,2020-03-05,1231
156,2020-03-05,3107
157,2020-03-05,4068
158,2020-03-05,3400
159,2020-03-05,4240
160,2020-03-05,4502
161,2020-03-05,3416
162,2020-03-05,4101
163,2020-03-05,4452
164,2020-03-05,1277
165,2020-03-05,652
166,2020-03-05,2124
167,2020-03-05,2062
168,2020-03-05,3507
169,2020-03-05,1317
170,2020-03-05,151
171,2020-03-05,4317
172,2020-03-05,3725
173,2020-03-05,4993
174,2020-03-05,4340
175,2020-03-05,847
176,2020-03-05,1770
177,2020-03-05,1039
178,2020-03-05,2699
179,2020-03-05,3574
180,2020-03-05,1538
181,2020-03-05,1268
182,2020-03-05,4371
183,2020-03-05,2169
184,2020-03-06,1932
185,2020-03-06,4738
186,2020-03-06,2472
187,2020-03-06,3841
188,2020-03-06,1164
189,2020-03-06,4273
190,2020-03-06,992
191,2020-03-06,1253
192,2020-03-06,1682
193,2020-03-06,4520
194,2020-03-06,1822
195,2020-03-06,3717
196,2020-03-06,3532
197,2020-03-06,3430
198,2020-03-06,4988
199,2020-03-06,2675
200,2020-03-06,371
201,2020-03-06,4473
202,2020-03-06,1952
203,2020-03-06,124
204,2020-03-06,2122
205,2020-03-06,2358
206,2020-03-06,2740
207,2020-03-06,3934
208,2020-03-06,4444
209,2020-03-06,2895
210,2020-03-06,3595
211,2020-03-06,25
212,2020-03-07,2094
213,2020-03-07,288
214,2020-03-07,3309
215,2020-03-07,3573
216,2020-03-07,4385
217,2020-03-07,589
218,2020-03-07,3367
219,2020-03-07,3422
220,2020-03-07,3275
221,2020-03-07,1218
222,2020-03-07,1414
223,2020-03-07,1340
224,2020-03-07,933
225,2020-03-07,1336
226,2020-03-07,2210
227,2020-03-07,2048
228,2020-03-07,3443
229,2020-03-07,1799
230,2020-03-07,4322
231,2020-03-07,3181
232,2020-03-07,1602
233,2020-03-07,4844
234,2020-03-07,685
235,2020-03-07,826
236,2020-03-07,3067
237,2020-03-07,3890
238,2020-03-07,2818
239,2020-03-07,4989
240,2020-03-07,770
241,2020-03-07,2642
242,2020-03-07,2099
243,2020-03-07,553
244,2020-03-07,1252
245,2020-03-07,483
246,2020-03-07,4585
247,2020-03-07,1829
248,2020-03-07,2957
249,2020-03-07,3833
250,2020-03-07,3534
251,2020-03-07,899
252,2020-03-07,1931
253,2020-03-07,816
254,2020-03-08,539
255,2020-03-08,2853
256,2020-03-08,4365
257,2020-03-08,279
258,2020-03-08,344
259,2020-03-08,11
260,2020-03-08,3638
261,2020-03-08,4371
262,2020-03-08,2068
263,2020-03-08,1952
264,2020-03-08,121
265,2020-03-08,1335
266,2020-03-08,185
267,2020-03-08,1374
268,2020-03-08,1268
269,2020-03-08,3852
270,2020-03-08,3449
271,2020-03-08,6
272,2020-03-08,2468
273,2020-03-08,817
274,2020-03-08,4320
275,2020-03-08,4876
276,2020-03-08,3746
277,2020-03-08,3614
278,2020-03-08,1262
279,2020-03-08,1542
280,2020-03-08,2402
281,2020-03-08,4548
282,2020-03-08,481
283,2020-03-08,4542
284,2020-03-08,1911
285,2020-03-08,2048
286,2020-03-08,68
287,2020-03-08,943
288,2020-03-08,4511
289,2020-03-08,236
290,2020-03-08,3647
291,2020-03-08,3958
292,2020-03-08,3334
293,2020-03-08,4712
294,2020-03-08,715
295,2020-03-08,3237
296,2020-03-08,4046
297,2020-03-08,952
298,2020-03-08,3270
299,2020-03-09,3989
300,2020-03-09,4678
301,2020-03-09,3019
302,2020-03-09,3651
303,2020-03-09,1656
304,2020-03-09,2696
305,2020-03-09,2068
306,2020-03-09,4977
307,2020-03-09,3706
308,2020-03-09,1738
309,2020-03-09,2179
310,2020-03-09,694
311,2020-03-09,4427
312,2020-03-09,3885
313,2020-03-09,1288
314,2020-03-09,722
315,2020-03-09,1306
316,2020-03-09,1583
317,2020-03-09,4005
318,2020-03-09,799
319,2020-03-09,4536
320,2020-03-09,1836
321,2020-03-09,1710
322,2020-03-09,2876
323,2020-03-09,3034
324,2020-03-09,494
325,2020-03-09,1795
326,2020-03-09,723
327,2020-03-09,2651
328,2020-03-09,2677
329,2020-03-09,2987
330,2020-03-09,1398
331,2020-03-09,3226
332,2020-03-09,1932
333,2020-03-09,2768
334,2020-03-09,1944
335,2020-03-09,2051
336,2020-03-09,4387
337,2020-03-10,2673
338,2020-03-10,2410
339,2020-03-10,901
340,2020-03-10,769
341,2020-03-10,468
342,2020-03-10,3178
343,2020-03-10,1635
344,2020-03-10,981
345,2020-03-10,252
346,2020-03-10,1181
347,2020-03-10,2387
348,2020-03-10,1194
349,2020-03-10,1314
350,2020-03-10,400
351,2020-03-10,2636
352,2020-03-10,1893
353,2020-03-10,2634
354,2020-03-10,2537
355,2020-03-10,439
356,2020-03-10,86
357,2020-03-10,4911
358,2020-03-10,3386
359,2020-03-10,2493
360,2020-03-10,1998
361,2020-03-10,1547
362,2020-03-10,2722
363,2020-03-10,438
364,2020-03-11,1399
365,2020-03-11,4010
366,2020-03-11,667
367,2020-03-11,198
368,2020-03-11,3308
369,2020-03-11,3281
370,2020-03-11,2097
371,2020-03-11,2778
372,2020-03-11,538
373,2020-03-11,3236
374,2020-03-11,3045
375,2020-03-11,572
376,2020-03-11,3430
377,2020-03-11,4919
378,2020-03-11,3508
379,2020-03-11,3344
380,2020-03-11,4168
381,2020-03-11,4148
382,2020-03-11,1280
383,2020-03-11,652
384,2020-03-11,4558
385,2020-03-11,2524
386,2020-03-11,4513
387,2020-03-11,1693
388,2020-03-11,2017
389,2020-03-11,4573
390,2020-03-11,3879
391,2020-03-11,3010
392,2020-03-11,4109
393,2020-03-11,1810
394,2020-03-11,4873
395,2020-03-11,932
396,2020-03-11,716
397,2020-03-11,2896
398,2020-03-11,3852
399,2020-03-11,3993
400,2020-03-11,2222
401,2020-03-11,2586
402,2020-03-12,277
403,2020-03-12,2049
404,2020-03-12,1268
405,2020-03-12,378
406,2020-03-12,1370
407,2020-03-12,462
408,2020-03-12,492
409,2020-03-12,4419
410,2020-03-12,1692
411,2020-03-12,784
412,2020-03-12,4905
413,2020-03-12,3915
414,2020-03-12,2234
415,2020-03-12,852
416,2020-03-12,1070
417,2020-03-12,1134
418,2020-03-12,4442
419,2020-03-12,1091
420,2020-03-12,1500
421,2020-03-12,1930
422,2020-03-12,81
423,2020-03-12,3141
424,2020-03-12,2120
425,2020-03-12,3197
426,2020-03-12,2470
427,2020-03-12,2884
428,2020-03-12,2231
429,2020-03-12,2077
430,2020-03-12,1337
431,2020-03-12,545
432,2020-03-12,1155
433,2020-03-12,4184
434,2020-03-12,3607
435,2020-03-12,3673
436,2020-03-12,1829
437,2020-03-12,3619
438,2020-03-12,1403
439,2020-03-12,2344
440,2020-03-12,1229
441,2020-03-13,4656
442,2020-03-13,1085
443,2020-03-13,3105
444,2020-03-13,1634
445,2020-03-13,691
446,2020-03-13,1886
447,2020-03-13,2979
448,2020-03-13,2786
449,2020-03-13,1106
450,2020-03-13,242
451,2020-03-13,2790
452,2020-03-13,2475
453,2020-03-13,626
454,2020-03-13,1297
455,2020-03-13,4386
456,2020-03-13,2129
457,2020-03-13,445
458,2020-03-13,2776
459,2020-03-13,799
460,2020-03-13,1181
461,2020-03-13,1050
462,2020-03-13,1758
463,2020-03-13,3344
464,2020-03-13,3954
465,2020-03-13,999
466,2020-03-13,1735
467,2020-03-13,3472
468,2020-03-13,1693
469,2020-03-13,4326
470,2020-03-13,3223
471,2020-03-13,4443
472,2020-03-13,4111
473,2020-03-13,4153
474,2020-03-13,4245
475,2020-03-14,1652
476,2020-03-14,799
477,2020-03-14,4573
478,2020-03-14,104
479,2020-03-14,3331
480,2020-03-14,1799
481,2020-03-14,2985
482,2020-03-14,2301
483,2020-03-14,1233
484,2020-03-14,4876
485,2020-03-14,3616
486,2020-03-14,2932
487,2020-03-14,4673
488,2020-03-14,1542
489,2020-03-14,3357
490,2020-03-14,4803
491,2020-03-14,2761
492,2020-03-14,2634
493,2020-03-14,738
494,2020-03-14,55
495,2020-03-14,1494
496,2020-03-14,1692
497,2020-03-14,2638
498,2020-03-14,4884
499,2020-03-14,844
500,2020-03-14,981
501,2020-03-14,2887
502,2020-03-14,4633
503,2020-03-14,736
504,2020-03-14,2987
505,2020-03-14,2076
506,2020-03-14,4205
507,2020-03-14,366
508,2020-03-14,2558
509,2020-03-14,2505
510,2020-03-14,2243
511,2020-03-14,2333
512,2020-03-14,4422
513,2020-03-14,2288
514,2020-03-14,344
515,2020-03-14,925
516,2020-03-14,1241
517,2020-03-15,737
518,2020-03-15,1264
519,2020-03-15,4971
520,2020-03-15,634
521,2020-03-15,3135
522,2020-03-15,965
523,2020-03-15,4142
524,2020-03-15,4578
525,2020-03-15,2763
526,2020-03-15,2353
527,2020-03-15,3359
528,2020-03-15,1833
529,2020-03-15,1451
530,2020-03-15,1979
531,2020-03-15,747
532,2020-03-15,1259
533,2020-03-15,197
534,2020-03-15,3284
535,2020-03-15,3737
536,2020-03-15,1569
537,2020-03-15,927
538,2020-03-15,2661
539,2020-03-15,940
540,2020-03-15,885
541,2020-03-15,1827
542,2020-03-15,4899
543,2020-03-15,1583
544,2020-03-15,2455
545,2020-03-15,2524
546,2020-03-15,3507
547,2020-03-15,2867
548,2020-03-15,523
549,2020-03-16,1348
550,2020-03-16,23
551,2020-03-16,2541
552,2020-03-16,820
553,2020-03-16,4243
554,2020-03-16,1832
555,2020-03-16,3347
556,2020-03-16,365
557,2020-03-16,2970
558,2020-03-16,4426
559,2020-03-16,1716
560,2020-03-16,1780
561,2020-03-16,4268
562,2020-03-16,1206
563,2020-03-16,3461
564,2020-03-16,2500
565,2020-03-16,2581
566,2020-03-16,862
567,2020-03-16,715
568,2020-03-16,1652
569,2020-03-16,3394
570,2020-03-16,4836
571,2020-03-16,3325
572,2020-03-16,1751
573,2020-03-16,631
574,2020-03-16,278
575,2020-03-16,4054
576,2020-03-16,2655
577,2020-03-16,1934
578,2020-03-16,1435
579,2020-03-16,1140
580,2020-03-16,1299
581,2020-03-16,1901
582,2020-03-16,2191
583,2020-03-16,4536
584,2020-03-16,1289
585,2020-03-16,2643
586,2020-03-16,4389
587,2020-03-16,4616
588,2020-03-16,1944
589,2020-03-16,2971
590,2020-03-16,549
591,2020-03-16,3947
592,2020-03-16,835
593,2020-03-16,1948
594,2020-03-16,4874
595,2020-03-17,470
596,2020-03-17,3881
597,2020-03-17,4768
598,2020-03-17,1420
599,2020-03-17,3815
600,2020-03-17,1528
601,2020-03-17,2281
602,2020-03-17,757
603,2020-03-17,3249
604,2020-03-17,1693
605,2020-03-17,2310
606,2020-03-17,79
607,2020-03-17,4206
608,2020-03-17,1999
609,2020-03-17,2468
610,2020-03-17,2996
611,2020-03-17,3506
612,2020-03-17,1555
613,2020-03-17,2187
614,2020-03-17,2222
615,2020-03-17,2086
616,2020-03-17,3422
617,2020-03-17,390
618,2020-03-17,2978
619,2020-03-17,3309
620,2020-03-17,2778
621,2020-03-17,1861
622,2020-03-17,2458
623,2020-03-17,4855
624,2020-03-17,1445
625,2020-03-17,806
626,2020-03-17,3149
627,2020-03-17,3717
628,2020-03-17,508
629,2020-03-17,2169
630,2020-03-17,3442
631,2020-03-18,4451
632,2020-03-18,4445
633,2020-03-18,902
634,2020-03-18,2504
635,2020-03-18,2484
636,2020-03-18,2724
637,2020-03-18,2918
638,2020-03-18,3352
639,2020-03-18,2391
640,2020-03-18,1556
641,2020-03-18,2905
642,2020-03-18,3796
643,2020-03-18,1292
644,2020-03-18,1714
645,2020-03-18,4247
646,2020-03-18,1410
647,2020-03-18,2195
648,2020-03-18,4147
649,2020-03-18,4396
650,2020-03-18,2665
651,2020-03-18,4423
652,2020-03-18,316
653,2020-03-18,1704
654,2020-03-18,999
655,2020-03-18,767
656,2020-03-18,1334
657,2020-03-18,431
658,2020-03-18,3531
659,2020-03-18,1528
660,2020-03-18,1611
661,2020-03-18,322
662,2020-03-18,3924
663,2020-03-18,1569
664,2020-03-18,2517
665,2020-03-18,1065
666,2020-03-19,2432
667,2020-03-19,3987
668,2020-03-19,1459
669,2020-03-19,3569
670,2020-03-19,4547
671,2020-03-19,2023
672,2020-03-19,429
673,2020-03-19,3006
674,2020-03-19,4308
675,2020-03-19,32
676,2020-03-19,2748
677,2020-03-19,3374
678,2020-03-19,2336
679,2020-03-19,1125
680,2020-03-19,1814
681,2020-03-19,3007
682,2020-03-19,1162
683,2020-03-19,1091
684,2020-03-19,334
685,2020-03-19,1605
686,2020-03-19,3505
687,2020-03-19,2611
688,2020-03-19,547
689,2020-03-19,3122
690,2020-03-19,28
691,2020-03-19,4695
692,2020-03-19,273
693,2020-03-19,2144
694,2020-03-19,3163
695,2020-03-19,3216
696,2020-03-19,1158
697,2020-03-19,2117
698,2020-03-19,4339
699,2020-03-19,976
700,2020-03-19,3655
701,2020-03-19,3675
702,2020-03-20,1812
703,2020-03-20,1739
704,2020-03-20,1977
705,2020-03-20,4411
706,2020-03-20,236
707,2020-03-20,2521
708,2020-03-20,4392
709,2020-03-20,4479
710,2020-03-20,3207
711,2020-03-20,3106
712,2020-03-20,3019
713,2020-03-20,2965
714,2020-03-20,4143
715,2020-03-20,240
716,2020-03-20,4381
717,2020-03-20,1201
718,2020-03-20,1035
719,2020-03-20,288
720,2020-03-20,2438
721,2020-03-20,1109
722,2020-03-20,2341
723,2020-03-20,938
724,2020-03-20,4769
725,2020-03-20,748
726,2020-03-20,1815
727,2020-03-20,19
728,2020-03-20,2658
729,2020-03-20,2944
730,2020-03-20,2103
731,2020-03-20,4540
732,2020-03-20,1859
733,2020-03-20,4150
734,2020-03-20,1150
735,2020-03-20,2371
736,2020-03-20,881
737,2020-03-20,2941
738,2020-03-20,4182
739,2020-03-20,1983
740,2020-03-20,4908
741,2020-03-20,1672
742,2020-03-20,1835
743,2020-03-21,1579
744,2020-03-21,561
745,2020-03-21,1657
746,2020-03-21,4263
747,2020-03-21,2393
748,2020-03-21,4041
749,2020-03-21,599
750,2020-03-21,989
751,2020-03-21,3157
752,2020-03-21,1261
753,2020-03-21,1977
754,2020-03-21,2829
755,2020-03-21,3770
756,2020-03-21,4566
757,2020-03-21,2086
758,2020-03-21,1076
759,2020-03-21,2672
760,2020-03-21,938
761,2020-03-21,2432
762,2020-03-21,733
763,2020-03-21,3160
764,2020-03-21,3920
765,2020-03-21,3647
766,2020-03-21,695
767,2020-03-21,2361
768,2020-03-21,829
769,2020-03-21,3982
770,2020-03-21,171
771,2020-03-21,4404
772,2020-03-21,668
773,2020-03-21,1038
774,2020-03-21,2131
775,2020-03-21,3061
776,2020-03-21,3330
777,2020-03-21,4570
778,2020-03-21,2870
779,2020-03-21,4182
780,2020-03-21,754
781,2020-03-21,1299
782,2020-03-21,4667
783,2020-03-21,3345
784,2020-03-21,2717
785,2020-03-21,4421
786,2020-03-21,4095
787,2020-03-21,3815
788,2020-03-21,3689
789,2020-03-21,1297
790,2020-03-21,1523
791,2020-03-21,4679
792,2020-03-21,2598
793,2020-03-22,1124
794,2020-03-22,2746
795,2020-03-22,3276
796,2020-03-22,774
797,2020-03-22,3758
798,2020-03-22,1300
799,2020-03-22,3283
800,2020-03-22,4492
801,2020-03-22,224
802,2020-03-22,523
803,2020-03-22,3278
804,2020-03-22,1227
805,2020-03-22,1652
806,2020-03-22,2077
807,2020-03-22,2455
808,2020-03-22,1171
809,2020-03-22,4940
810,2020-03-22,1514
811,2020-03-22,4316
812,2020-03-22,834
813,2020-03-22,1160
814,2020-03-22,4475
815,2020-03-22,1392
816,2020-03-22,3813
817,2020-03-22,4051
818,2020-03-22,39
819,2020-03-22,4608
820,2020-03-22,982
821,2020-03-22,3048
822,2020-03-22,817
823,2020-03-22,4268
824,2020-03-22,736
825,2020-03-22,2117
826,2020-03-22,3443
827,2020-03-22,693
828,2020-03-22,4541
829,2020-03-22,4943
830,2020-03-22,3405
831,2020-03-22,2867
832,2020-03-22,2646
833,2020-03-22,1329
834,2020-03-22,1695
835,2020-03-23,1585
836,2020-03-23,964
837,2020-03-23,2832
838,2020-03-23,164
839,2020-03-23,2642
840,2020-03-23,2012
841,2020-03-23,2465
842,2020-03-23,965
843,2020-03-23,3411
844,2020-03-23,1149
845,2020-03-23,4391
846,2020-03-23,3798
847,2020-03-23,2796
848,2020-03-23,4143
849,2020-03-23,347
850,2020-03-23,4029
851,2020-03-23,537
852,2020-03-23,1701
853,2020-03-23,2524
854,2020-03-23,2822
855,2020-03-23,743
856,2020-03-23,2561
857,2020-03-23,3171
858,2020-03-23,2259
859,2020-03-23,1359
860,2020-03-23,2390
861,2020-03-23,4906
862,2020-03-23,1292
863,2020-03-23,3926
864,2020-03-23,425
865,2020-03-23,3386
866,2020-03-23,4428
867,2020-03-23,2160
868,2020-03-23,4676
869,2020-03-23,288
870,2020-03-23,4664
871,2020-03-23,667
872,2020-03-23,3328
873,2020-03-23,684
874,2020-03-23,1960
875,2020-03-23,1609
876,2020-03-24,913
877,2020-03-24,4664
878,2020-03-24,2347
879,2020-03-24,4127
880,2020-03-24,746
881,2020-03-24,1179
882,2020-03-24,1468
883,2020-03-24,1558
884,2020-03-24,3216
885,2020-03-24,3196
886,2020-03-24,3661
887,2020-03-24,2660
888,2020-03-24,1512
889,2020-03-24,4833
890,2020-03-24,3141
891,2020-03-24,2281
892,2020-03-24,1194
893,2020-03-24,1969
894,2020-03-24,791
895,2020-03-24,49
896,2020-03-24,1883
897,2020-03-24,4008
898,2020-03-24,3512
899,2020-03-24,2400
900,2020-03-24,4126
901,2020-03-24,4258
902,2020-03-24,2246
903,2020-03-24,208
904,2020-03-24,1771
905,2020-03-24,2951
906,2020-03-24,2228
907,2020-03-24,4791
908,2020-03-24,2037
909,2020-03-24,2816
910,2020-03-25,1714
911,2020-03-25,4788
912,2020-03-25,2455
913,2020-03-25,1317
914,2020-03-25,2942
915,2020-03-25,1712
916,2020-03-25,3189
917,2020-03-25,4523
918,2020-03-25,4083
919,2020-03-25,3004
920,2020-03-25,1019
921,2020-03-25,334
922,2020-03-25,617
923,2020-03-25,924
924,2020-03-25,3048
925,2020-03-25,2676
926,2020-03-25,3962
927,2020-03-25,4532
928,2020-03-25,134
929,2020-03-25,797
930,2020-03-25,4249
931,2020-03-25,823
932,2020-03-25,1414
933,2020-03-25,2193
934,2020-03-25,3489
935,2020-03-25,3505
936,2020-03-25,981
937,2020-03-25,3622
938,2020-03-25,4138
939,2020-03-25,4975
940,2020-03-25,1716
941,2020-03-25,2938
942,2020-03-25,1232
943,2020-03-25,4969
944,2020-03-25,1250
945,2020-03-25,1617
946,2020-03-25,524
947,2020-03-25,2602
948,2020-03-25,241
949,2020-03-25,174
950,2020-03-25,3737
951,2020-03-25,1992
952,2020-03-25,4781
953,2020-03-25,4659
954,2020-03-25,2844
955,2020-03-26,4318
956,2020-03-26,2201
957,2020-03-26,2558
958,2020-03-26,899
959,2020-03-26,2294
960,2020-03-26,4700
961,2020-03-26,3756
962,2020-03-26,289
963,2020-03-26,2184
964,2020-03-26,1124
965,2020-03-26,2197
966,2020-03-26,4335
967,2020-03-26,3799
968,2020-03-26,3673
969,2020-03-26,1809
970,2020-03-26,3575
971,2020-03-26,1236
972,2020-03-26,4206
973,2020-03-26,2840
974,2020-03-26,2608
975,2020-03-26,3214
976,2020-03-26,53
977,2020-03-26,2043
978,2020-03-26,266
979,2020-03-26,1429
980,2020-03-26,1428
981,2020-03-26,4667
982,2020-03-26,3160
983,2020-03-26,4276
984,2020-03-26,1208
985,2020-03-26,4964
986,2020-03-26,1243
987,2020-03-26,2112
988,2020-03-26,2889
989,2020-03-26,1188
990,2020-03-26,1280
991,2020-03-26,4557
992,2020-03-26,1435
993,2020-03-26,4400
994,2020-03-26,2471
995,2020-03-27,4871
996,2020-03-27,4867
997,2020-03-27,17
998,2020-03-27,1711
999,2020-03-27,1168
1000,2020-03-27,3759
1001,2020-03-27,1362
1002,2020-03-27,3171
1003,2020-03-27,4161
1004,2020-03-27,1595
1005,2020-03-27,4105
1006,2020-03-27,3533
1007,2020-03-27,3507
1008,2020-03-27,3143
1009,2020-03-27,3245
1010,2020-03-27,4429
1011,2020-03-27,2733
1012,2020-03-27,2899
1013,2020-03-27,3108
1014,2020-03-27,4403
1015,2020-03-27,1605
1016,2020-03-27,2816
1017,2020-03-27,3350
1018,2020-03-27,3684
1019,2020-03-27,1996
1020,2020-03-27,4387
1021,2020-03-27,971
1022,2020-03-27,2911
1023,2020-03-27,833
1024,2020-03-27,2335
1025,2020-03-27,1361
1026,2020-03-27,1680
1027,2020-03-27,762
1028,2020-03-27,4089
1029,2020-03-27,695
1030,2020-03-27,3695
1031,2020-03-27,395
1032,2020-03-27,4739
1033,2020-03-27,2565
1034,2020-03-27,4100
1035,2020-03-27,48
1036,2020-03-27,809
1037,2020-03-27,2946
1038,2020-03-27,4388
1039,2020-03-27,697
1040,2020-03-27,1374
1041,2020-03-28,2919
1042,2020-03-28,1212
1043,2020-03-28,2661
1044,2020-03-28,686
1045,2020-03-28,4546
1046,2020-03-28,500
1047,2020-03-28,2826
1048,2020-03-28,4822
1049,2020-03-28,542
1050,2020-03-28,2761
1051,2020-03-28,1642
1052,2020-03-28,723
1053,2020-03-28,4444
1054,2020-03-28,1106
1055,2020-03-28,2703
1056,2020-03-28,131
1057,2020-03-28,1750
1058,2020-03-28,4769
1059,2020-03-28,36
1060,2020-03-28,3079
1061,2020-03-28,2638
1062,2020-03-28,3964
1063,2020-03-28,459
1064,2020-03-28,3455
1065,2020-03-28,1456
1066,2020-03-28,1285
1067,2020-03-28,415
1068,2020-03-28,336
1069,2020-03-28,850
1070,2020-03-28,938
1071,2020-03-28,2922
1072,2020-03-28,2765
1073,2020-03-28,4743
1074,2020-03-28,3940
1075,2020-03-28,2245
1076,2020-03-28,4058
1077,2020-03-28,4562
1078,2020-03-28,334
1079,2020-03-28,4095
1080,2020-03-28,3169
1081,2020-03-28,4009
1082,2020-03-28,51
1083,2020-03-28,2749
1084,2020-03-28,1866
1085,2020-03-28,4118
1086,2020-03-28,2943
1087,2020-03-28,411
1088,2020-03-28,4354
1089,2020-03-29,2804
1090,2020-03-29,2762
1091,2020-03-29,1147
1092,2020-03-29,2172
1093,2020-03-29,4027
1094,2020-03-29,1229
1095,2020-03-29,1263
1096,2020-03-29,4479
1097,2020-03-29,459
1098,2020-03-29,4990
1099,2020-03-29,1953
1100,2020-03-29,2200
1101,2020-03-29,3453
1102,2020-03-29,3779
1103,2020-03-29,3880
1104,2020-03-29,2058
1105,2020-03-29,3235
1106,2020-03-29,1155
1107,2020-03-29,1305
1108,2020-03-29,646
1109,2020-03-29,3851
1110,2020-03-29,453
1111,2020-03-29,4431
1112,2020-03-29,1613
1113,2020-03-29,3569
1114,2020-03-29,2071
1115,2020-03-29,790
1116,2020-03-29,3285
1117,2020-03-29,2120
1118,2020-03-29,3501
1119,2020-03-29,2149
1120,2020-03-29,4579
1121,2020-03-29,4921
1122,2020-03-29,2928
1123,2020-03-29,2859
1124,2020-03-29,1938
1125,2020-03-29,4365
1126,2020-03-29,1758
1127,2020-03-29,2309
1128,2020-03-29,399
1129,2020-03-29,129
1130,2020-03-30,3328
1131,2020-03-30,840
1132,2020-03-30,4540
1133,2020-03-30,3214
1134,2020-03-30,948
1135,2020-03-30,4647
1136,2020-03-30,419
1137,2020-03-30,1123
1138,2020-03-30,653
1139,2020-03-30,2134
1140,2020-03-30,1206
1141,2020-03-30,3294
1142,2020-03-30,1582
1143,2020-03-30,3432
1144,2020-03-30,3124
1145,2020-03-30,1262
1146,2020-03-30,1181
1147,2020-03-30,2596
1148,2020-03-30,1370
1149,2020-03-30,4817
1150,2020-03-30,927
1151,2020-03-30,3558
1152,2020-03-30,3190
1153,2020-03-30,1446
1154,2020-03-30,691
1155,2020-03-30,2812
1156,2020-03-30,2881
1157,2020-03-30,2009
1158,2020-03-30,4356
1159,2020-03-30,2739
1160,2020-03-30,4205
1161,2020-03-30,2443
1162,2020-03-30,1780
1163,2020-03-30,3881
1164,2020-03-30,2882
1165,2020-03-30,2069
1166,2020-03-30,2049
1167,2020-03-30,2515
1168,2020-03-31,3456
1169,2020-03-31,3609
