,TransactionDate,ClientID,DollarAmount
662,2020-01-11,1206,-416.15251533276887
663,2020-01-11,2529,-152.95291147291215
664,2020-01-11,2286,-1473.0220395137212
665,2020-01-11,2863,2286.1495039702527
666,2020-01-11,2626,276.5023628438581
667,2020-01-11,2268,96.21681509234415
668,2020-01-11,3665,-966.3960180212162
669,2020-01-11,188,720.9839596999764
670,2020-01-11,164,1858.7457375517433
671,2020-01-11,1658,629.0944355019932
672,2020-01-11,490,1948.132443375005
673,2020-01-11,2617,-1887.7494492302692
674,2020-01-11,1130,784.8475562764631
675,2020-01-11,3761,189.5704521185907
676,2020-01-11,2802,445.0216138189179
677,2020-01-11,4242,1134.04005873622
678,2020-01-11,2370,-961.7209207708431
679,2020-01-11,4300,-1131.2485058721006
680,2020-01-11,1299,1135.8863361329386
